customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_desc,internet_service,service_type,internet_service_desc,contract_type,contract_type_desc,payment_type,monthly_charges,total_charges,tenure_in_months,tenure_full_months,avg_monthly_charges,charges_match,churn,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents
5196-WPYOW,Male,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,1,1 Year,Mailed check,60.05,3994.05,66.51207327,66,$60.05,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5197-LQXXH,Female,0,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),83.3,5894.5,70.76230492,70,$83.30,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5197-PYEPU,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),94.45,3923.8,41.5436739,41,$94.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5197-YPYBZ,Female,0,Yes,Yes,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),25.25,274.7,10.87920792,10,$25.25,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
5198-EFNBM,Male,1,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,90.65,5199.8,57.36127965,57,$90.65,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5198-HQAEN,Male,0,Yes,Yes,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,89.7,3165.6,35.2909699,35,$89.70,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5199-FPUSP,Male,0,No,Yes,0,No Phone Service,1,Internet Only,DSL,1,1 Year,Credit card (automatic),34.05,1113.95,32.71512482,32,$34.05,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,2
5201-CBWYG,Male,0,Yes,Yes,2,Two or More Lines,0,Phone Only,No Internet Service,1,1 Year,Bank transfer (automatic),24.8,1476.25,59.52620968,59,$24.80,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
5201-FRKKS,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),74.3,1952.25,26.27523553,26,$74.30,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5201-USSQZ,Female,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.9,2196.45,25.56984866,25,$85.90,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5202-IVJNU,Female,0,No,Yes,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Credit card (automatic),30.1,1131.3,37.58471761,37,$30.10,TRUE,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,2
5203-XEHAX,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,1,1 Year,Electronic check,64.35,2053.05,31.9044289,31,$64.35,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5204-HMGYF,Female,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,1,1 Year,Mailed check,87.2,4345,49.82798165,49,$87.20,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5204-QZXPU,Male,0,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,39.65,733.35,18.49558638,18,$39.65,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0
5206-HPJKM,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Credit card (automatic),55.5,934.15,16.83153153,16,$55.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5206-XZZQI,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,80.6,4348.1,53.94665012,53,$80.60,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5207-PLSTK,Male,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Mailed check,48.75,48.75,1,1,$48.75,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5208-FVQKB,Male,0,Yes,No,1,One Line,1,Phone & Internet,DSL,2,2 Year,Mailed check,67.95,4664.15,68.64091244,68,$67.95,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5208-HFSBT,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Credit card (automatic),55.05,102.75,1.866485014,1,$55.05,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
5213-TWWJU,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,91,2626.15,28.85879121,28,$91.00,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5214-CHIWJ,Male,0,No,No,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Mailed check,20.3,595.05,29.31280788,29,$20.30,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
5214-NLTIT,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Credit card (automatic),90.8,6511.8,71.71585903,71,$90.80,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5215-LNLDJ,Female,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,24.7,149.05,6.034412955,6,$24.70,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,3
5216-WASFJ,Female,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,84.85,2633.4,31.03594579,31,$84.85,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5219-YIPTK,Female,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,104.4,3409.6,32.65900383,32,$104.40,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1
5220-AGAAX,Male,0,Yes,Yes,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Bank transfer (automatic),24,1664.3,69.34583333,69,$24.00,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
5222-IMUKT,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,91.05,2871.5,31.53761669,31,$91.05,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5222-JCXZT,Male,0,No,No,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,19,78.9,4.152631579,4,$19.00,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
5223-UZAVK,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),100.3,6603.8,65.84047856,65,$100.30,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5226-NOZFC,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,85.75,2146.5,25.03206997,25,$85.75,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5227-JSCFE,Male,1,Yes,No,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Credit card (automatic),46.35,3353.4,72.34951456,72,$46.35,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,1
5228-EXCET,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,80.85,1008.7,12.47619048,12,$80.85,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5229-DTFYB,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),98.8,3959.15,40.07236842,40,$98.80,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5229-PRWKT,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,86.55,649.65,7.506065858,7,$86.55,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5231-FIQPA,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Mailed check,19.85,810.45,40.82871537,40,$19.85,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
5232-NXPAY,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,2,2 Year,Mailed check,74.45,3510.3,47.14976494,47,$74.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5233-AOZUF,Female,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,74.95,2149.05,28.67311541,28,$74.95,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5233-GEEAX,Male,1,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,29.4,221.9,7.547619048,7,$29.40,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0
5236-PERKL,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),112.95,6465,57.2377158,57,$112.95,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
5236-XMZJY,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Bank transfer (automatic),59.65,2536.55,42.52388935,42,$59.65,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5240-CAOYT,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),87.55,4884.85,55.7949743,55,$87.55,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5240-IJOQT,Male,1,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,74.7,74.7,1,1,$74.70,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5242-UOWHD,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Mailed check,20.35,929.2,45.66093366,45,$20.35,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
5243-SAOTC,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),79.85,4308.25,53.95428929,53,$79.85,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5244-IRFIH,Male,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,94.5,3105.55,32.86296296,32,$94.50,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1
5245-VDBUR,Female,0,Yes,No,0,No Phone Service,1,Internet Only,DSL,1,1 Year,Mailed check,35.45,1958.95,55.25952045,55,$35.45,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,1
5248-KWLAR,Male,0,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Electronic check,90.35,6325.25,70.00830105,70,$90.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5248-RPYWW,Female,1,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Bank transfer (automatic),90.15,6716.45,74.50305047,74,$90.15,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5248-YGIJN,Male,0,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),90.25,6369.45,70.57562327,70,$90.25,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5249-QYHEX,Female,0,Yes,Yes,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Mailed check,24.8,1024.7,41.31854839,41,$24.80,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
5256-SKJGO,Female,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Electronic check,54.6,3423.5,62.7014652,62,$54.60,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,3
5260-UMPWX,Female,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Credit card (automatic),20.25,493.95,24.39259259,24,$20.25,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
5261-QSHQM,Female,0,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,24.45,86.6,3.54192229,3,$24.45,TRUE,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,0
5266-PFRQK,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Credit card (automatic),20.85,1071.6,51.39568345,51,$20.85,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
5268-DSMNQ,Female,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),97.95,5936.55,60.60796325,60,$97.95,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5269-NRGDP,Male,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,1,1 Year,Electronic check,73.15,3088.25,42.21804511,42,$73.15,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5271-DBYSJ,Male,1,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),79.15,827.7,10.45735944,10,$79.15,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5271-YNWVR,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Electronic check,113.15,7856,69.42996023,69,$113.15,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3
5274-XHAKY,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),94.3,3893.6,41.28950159,41,$94.30,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5275-PMFUT,Male,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Credit card (automatic),64.8,4719.75,72.83564815,72,$64.80,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,3
5275-SQEIZ,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,80.85,80.85,1,1,$80.85,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5276-KQWHG,Female,1,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,69.6,131.65,1.891522989,1,$69.60,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
5277-ZLOOR,Female,1,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,85.55,187.45,2.191116306,2,$85.55,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
5278-PNYOX,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,2,2 Year,Credit card (automatic),100.65,4917.75,48.85991058,48,$100.65,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5281-BUZGT,Male,1,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,90.85,3186.7,35.07649972,35,$90.85,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5285-MVEHD,Female,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),105.6,6068.65,57.46827652,57,$105.60,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5286-YHCVC,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),104.8,7470.1,71.27958015,71,$104.80,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5287-QWLKY,Male,1,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),105.1,7548.1,71.81826832,71,$105.10,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3
5288-AHOUP,Male,1,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,78.5,874.2,11.13630573,11,$78.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5293-WXJAK,Female,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),104.05,1133.65,10.89524267,10,$104.05,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1
5294-CDGWY,Male,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,1,1 Year,Electronic check,59.3,3014.65,50.83726813,50,$59.30,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,3
5294-DMSFH,Female,0,Yes,Yes,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),87.8,2621.75,29.86047836,29,$87.80,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5294-IMHHT,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Bank transfer (automatic),97.75,5043.2,51.59283887,51,$97.75,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5295-PCJOO,Male,0,No,Yes,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Electronic check,49.4,184.4,3.732793522,3,$49.40,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2
5296-BFCYD,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Mailed check,20.1,936.85,46.60945274,46,$20.10,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
5296-PSYVW,Female,0,Yes,No,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Electronic check,24.55,1750.7,71.31160896,71,$24.55,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1
5297-MDOIR,Female,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),81.15,5224.5,64.38077634,64,$81.15,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5298-GSTLM,Female,1,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Bank transfer (automatic),101.4,6176.6,60.91321499,60,$101.40,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5299-RULOA,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,100.25,1064.65,10.61995012,10,$100.25,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3
5299-SJCZT,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),101.55,298.35,2.937961595,2,$101.55,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5301-GAUUY,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),80.35,2596.15,32.31051649,32,$80.35,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
5302-BDJNT,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,95.5,3418.2,35.79267016,35,$95.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5304-EFJLP,Male,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),111.65,8022.85,71.85714286,71,$111.65,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5306-BVTKJ,Male,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,1,1 Year,Credit card (automatic),55.8,2651.2,47.5125448,47,$55.80,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5307-DZCVC,Female,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.95,2628.6,30.58289703,30,$85.95,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1
5307-UVGNB,Female,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Bank transfer (automatic),48.7,2495.2,51.23613963,51,$48.70,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,3
5309-TAIKL,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Bank transfer (automatic),62.8,418.3,6.660828025,6,$62.80,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5310-NOOVA,Male,0,No,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Electronic check,19.95,907.05,45.46616541,45,$19.95,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
5311-IHLEI,Male,0,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Bank transfer (automatic),50.95,605.75,11.88910697,11,$50.95,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,0
5312-IRCFR,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,92.85,5980.75,64.41303177,64,$92.85,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5312-TSZVC,Female,0,No,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Mailed check,19.65,270.6,13.77099237,13,$19.65,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,2
5312-UXESG,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),98.05,3990.6,40.69964304,40,$98.05,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5313-FPXWG,Male,0,No,No,2,Two or More Lines,0,Phone Only,No Internet Service,1,1 Year,Bank transfer (automatic),24.6,1266.4,51.4796748,51,$24.60,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
5315-CKEQK,Male,1,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,1,1 Year,Electronic check,51,1381.8,27.09411765,27,$51.00,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5317-FLPJF,Female,0,No,No,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Bank transfer (automatic),61.35,4193.4,68.35207824,68,$61.35,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,0
5318-IXUZF,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),87.15,183.75,2.108433735,2,$87.15,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
5318-YKDPV,Male,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),79.15,3566.6,45.06127606,45,$79.15,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5320-BRKGK,Female,0,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Mailed check,75.8,4415.75,58.25527704,58,$75.80,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5321-NTRKC,Male,0,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Bank transfer (automatic),79.85,5234.95,65.55979962,65,$79.85,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5322-TEUJK,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),114.6,8100.25,70.68280977,70,$114.60,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5322-ZSMZY,Male,0,Yes,Yes,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Mailed check,25.75,755.6,29.34368932,29,$25.75,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
5324-KTGCG,Male,0,Yes,No,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Electronic check,20.85,1539.75,73.84892086,73,$20.85,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,1
5325-UWTWJ,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),90.55,2929.75,32.35505246,32,$90.55,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5327-CNLUQ,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),96.9,4473.45,46.16563467,46,$96.90,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5327-XOKKY,Male,1,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),73.45,5329,72.55275698,72,$73.45,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5329-KRDTM,Male,1,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),77.35,5396.25,69.76405947,69,$77.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5331-RGMTT,Male,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),99.05,5295.7,53.46491671,53,$99.05,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
5334-AFQJB,Male,1,No,No,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),25.1,1789.9,71.31075697,71,$25.10,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
5334-JLAXU,Female,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),94.1,5475.9,58.19234857,58,$94.10,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
5336-UFNZP,Female,1,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,107.45,7047.5,65.58864588,65,$107.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
5337-IIWKZ,Male,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,44.85,1442.6,32.16499443,32,$44.85,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,3
5338-YHWYT,Male,0,No,Yes,1,One Line,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),61.45,2302.35,37.46704638,37,$61.45,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,2
5339-PXDVH,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,90.65,367.95,4.059018202,4,$90.65,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
5339-TJFEK,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,105.5,6487.2,61.49004739,61,$105.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
5343-SGUBI,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Mailed check,80.2,4297.6,53.58603491,53,$80.20,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
5345-BMKWB,Male,0,Yes,No,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,20.25,158.35,7.819753086,7,$20.25,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,1
5346-BZCHP,Female,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Mailed check,19.4,1346.2,69.39175258,69,$19.40,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
5348-CAGXB,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,89.55,1021.75,11.40982691,11,$89.55,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
